Taxa Code,NAME with AUTHOR,Species Name,GENUS,SPECIES,INFRASPECIES_RANK,INFRASPECIES,AUTHOR,FAMILY,VOLUME_REFERENCE,NSL_ID,,
chroloch,"Chromodoris lochi Rudman, 1982",Chromodoris lochi,Chromodoris,lochi,,,"Rudman, 1982",,,,,
flabdeli,"Flabellina delicata Gosliner & Willan, 1991",Flabellina delicata,Flabellina,delicata,,,"Gosliner & Willan, 1991",,,,,
nembsp9,Nembrotha sp. 9.,Nembrotha sp. 9.,Nembrotha,sp. 9.,,,,,,,,
aegipale,"Aegires palensis Ortea, Luque & Templado, 1990",Aegires palensis,Aegires,palensis,,,"Ortea, Luque & Templado, 1990",,,,,
chrosp6,Chromodoris sp. 6.,Chromodoris sp. 6.,Chromodoris,sp. 6.,,,,,,,,
calmcavo,"Calmella cavolini (Verany, 1846)",Calmella cavolini,Calmella,cavolini,,,"(Verany, 1846)",,,,,
madrferr,"Madrella ferruginosa Alder & Hancock, 1864",Madrella ferruginosa,Madrella,ferruginosa,,,"Alder & Hancock, 1864",,,,,
mariblai,"Marionia blainvillea (Risso, 1818)",Marionia blainvillea,Marionia,blainvillea,,,"(Risso, 1818)",,,,,
siphsp2,Siphopteron sp. 2.,Siphopteron sp. 2.,Siphopteron,sp. 2.,,,,,,,,
tambsp8,Tambja sp. 8,Tambja sp. 8,Tambja,sp. 8,,,,,,,,
aplybras,"Aplysia brasiliana Rang, 1828",Aplysia brasiliana,Aplysia,brasiliana,,,"Rang, 1828",,,,,
cerbsp4,Cerberilla sp. 4,Cerberilla sp. 4,Cerberilla,sp. 4,,,,,,,,
hypsviol,"Hypselodoris violabranchia Gosliner & Johnson, 1999",Hypselodoris violabranchia,Hypselodoris,violabranchia,,,"Gosliner & Johnson, 1999",,,,,
placocel,"Plakobranchus ocellatus van Hasselt, 1824",Plakobranchus ocellatus,Plakobranchus,ocellatus,,,"van Hasselt, 1824",,,,,
durvalbo,"Durvilledoris albofimbria Rudman, 1995",Durvilledoris albofimbria,Durvilledoris,albofimbria,,,"Rudman, 1995",,,,,
chrokemp,"Mexichromis kempfi (Ev. Marcus, 1970)",Mexichromis kempfi,Mexichromis,kempfi,,,"(Ev. Marcus, 1970)",,,,,
ceratop1,Ceratophyllidia spp.,Ceratophyllidia spp.,Ceratophyllidia,spp.,,, ,,,,,
cuthsp6,Cuthona sp. 6,Cuthona sp. 6,Cuthona,sp. 6,,,,,,,,
juliexqu,"Julia exquisita  (Gould, 1862)",Julia exquisita,Julia,exquisita,,,"(Gould, 1862)",,,,,
okenmija,"Okenia mija Burn, 1967",Okenia mija,Okenia,mija,,,"Burn, 1967",,,,,
elyspus1,"Elysiella pusilla Bergh, 1872",Elysiella pusilla,Elysiella,pusilla,,,"Bergh, 1872",,,,,
hopkplan,"Okenia plana Baba, 1960",Okenia plana,Okenia,plana,,,"Baba, 1960",,,,,
trapsp13,Trapania sp. 13,Trapania sp. 13,Trapania,sp. 13,,,,,,,,
cuthhama,"Cuthona hamanni Behrens, 1987",Cuthona hamanni,Cuthona,hamanni,,,"Behrens, 1987",,,,,
tambcfamak,Tambja cf. amakusana,Tambja cf. amakusana,Tambja,cf. amakusana,,,,,,,,
paracflope,Paradoris cf. lopezi,Paradoris cf. lopezi,Paradoris,cf. lopezi,,,,,,,,
thoraust,"Thorunna australis (Risbec, 1928)",Thorunna australis,Thorunna,australis,,,"(Risbec, 1928)",,,,,
chromult,"Chromodoris multimaculosa Rudman, 1987",Chromodoris multimaculosa,Chromodoris,multimaculosa,,,"Rudman, 1987",,,,,
dendalbo,"Dendrodoris albopurpura  Burn, 1957",Dendrodoris albopurpura,Dendrodoris,albopurpura,,,"Burn, 1957",,,,,
hypstric,"Hypselodoris tricolor  (Cantraine, 1835)",Hypselodoris tricolor,Hypselodoris,tricolor,,,"(Cantraine, 1835)",,,,,
ardeegre,"Ardeadoris egretta Rudman, 1984",Ardeadoris egretta,Ardeadoris,egretta,,,"Rudman, 1984",,,,,
okendist,"Okenia distincta  Baba, 1940",Okenia distincta,Okenia,distincta,,,"Baba, 1940",,,,,
noumclos,"Noumea closei Rudman,  1986",Noumea closei,Noumea,closei,,,"Rudman, 1986",,,,,
rostbifu,"Rostanga bifurcata Rudman & Avern, 1989",Rostanga bifurcata,Rostanga,bifurcata,,,"Rudman & Avern, 1989",,,,,
thorpurp,"Thorunna purpuropedis Rudman & Johnson, 1985",Thorunna purpuropedis,Thorunna,purpuropedis,,,"Rudman & Johnson, 1985",,,,,
bullline,"Bullina lineata (Gray, 1825)",Bullina lineata,Bullina,lineata,,,"(Gray, 1825)",,,,,
flabvans,"Flabellina vansyoci Gosliner, 1994",Flabellina vansyoci,Flabellina,vansyoci,,,"Gosliner, 1994",,,,,
peltlanc,"Peltodoris lancei Millen & Bertsch, 2000",Peltodoris lancei,Peltodoris,lancei,,,"Millen & Bertsch, 2000",,,,,
aplycfform,Aplysiopsis cf. formosa,Aplysiopsis cf. formosa,Aplysiopsis,cf. formosa,,,,,,,,
hypspeas,"Hypselodoris peasei (Bergh, 1880)",Hypselodoris peasei,Hypselodoris,peasei,,,"(Bergh, 1880)",,,,,
polyjanj,"Polycera janjukia Burn, 1962",Polycera janjukia,Polycera,janjukia,,,"Burn, 1962",,,,,
phylexqu,"Phyllidia exquisita Brunckhorst, 1993",Phyllidia exquisita,Phyllidia,exquisita,,,"Brunckhorst, 1993",,,,,
flabsp6,Flabellina sp. 6,Flabellina sp. 6,Flabellina,sp. 6,,,,,,,,
phidlync,"Phidiana lynceus Bergh, 1867",Phidiana lynceus,Phidiana,lynceus,,,"Bergh, 1867",,,,,
mariviri,"Marionia viridescens Eliot, 1904",Marionia viridescens,Marionia,viridescens,,,"Eliot, 1904",,,,,
hypmacu,"Hypselodoris maculosa (Pease, 1871)",Hypselodoris maculosa,Hypselodoris,maculosa,,,"(Pease, 1871)",,,,,
thursp4,Thuridilla sp. 4,Thuridilla sp. 4,Thuridilla,sp. 4,,,,,,,,
thorspec,"Thorunna speciosus Rudman, 1990",Thorunna speciosus,Thorunna,speciosus,,,"Rudman, 1990",,,,,
ceramiam,"Ceratosoma miamiranum (Bergh, 1875)",Ceratosoma miamiranum,Ceratosoma,miamiranum,,,"(Bergh, 1875)",,,,,
platargo,"Platydoris argo (Linnaeus, 1767)",Platydoris argo,Platydoris,argo,,,"(Linnaeus, 1767)",,,,,
aegigome,"Aegires gomezi  Ortea, Luque & Templado, 1990",Aegires gomezi,Aegires,gomezi,,,"Ortea, Luque & Templado, 1990",,,,,
cerasp2,Ceratosoma sp. 2,Ceratosoma sp. 2,Ceratosoma,sp. 2,,,,,,,,
placden2,Placida dendritica Polynesian & NW Pacific specimens,Placida dendritica Polynesian and NW Pacific specimens,Placida,dendritica,,Polynesian and NW Pacific specimens,,,,,,
hamioval,"Haminoea ovalis Pease, 1868",Haminoea ovalis,Haminoea,ovalis,,,"Pease, 1868",,,,,
doriocel,"Doris ocelligera (Bergh, 1881)",Doris ocelligera,Doris,ocelligera,,,"(Bergh, 1881)",,,,,
meximacr,"Mexichromis macropus Rudman, 1983",Mexichromis macropus,Mexichromis,macropus,,,"Rudman, 1983",,,,,
tambsteg,"Tambja stegosauriformis Pola, Cervera & Gosliner, 2005",Tambja stegosauriformis,Tambja,stegosauriformis,,,"Pola, Cervera & Gosliner, 2005",,,,,
chelsp4,Chelidonura sp. 4,Chelidonura sp. 4,Chelidonura,sp. 4,,,,,,,,
chraspe,"Chromodoris aspersa (Gould, 1852)",Chromodoris aspersa,Chromodoris,aspersa,,,"(Gould, 1852)",,,,,
rostbyga,"Rostanga byga Marcus, 1958",Rostanga byga,Rostanga,byga,,,"Marcus, 1958",,,,,
tambmull,"Tambja mullineri Farmer, 1978",Tambja mullineri,Tambja,mullineri,,,"Farmer, 1978",,,,,
hoplnodu,"Hoplodoris nodulosa (Angas, 1864)",Hoplodoris nodulosa,Hoplodoris,nodulosa,,,"(Angas, 1864)",,,,,
phylpipe,"Phyllidiopsis pipeki Brunckhorst, 1993",Phyllidiopsis pipeki,Phyllidiopsis,pipeki,,,"Brunckhorst, 1993",,,,,
pauljuba,"Pauleo jubatus Millen & Hamann, 1992",Pauleo jubatus,Pauleo,jubatus,,,"Millen & Hamann, 1992",,,,,
flabriwo,"Flabellina riwo Gosliner & Willan, 1991",Flabellina riwo,Flabellina,riwo,,,"Gosliner & Willan, 1991",,,,,
hypsflav,"Hypselodoris flavomarginata Rudman, 1995",Hypselodoris flavomarginata,Hypselodoris,flavomarginata,,,"Rudman, 1995",,,,,
doriverr,"Doris verrucosa Linnaeus, 1758",Doris verrucosa,Doris,verrucosa,,,"Linnaeus, 1758",,,,,
hallapef,"Hallaxa apefae Marcus, 1957",Hallaxa apefae,Hallaxa,apefae,,,"Marcus, 1957",,,,,
pattaren,"Pattyclaya arena   (Carlson & Hoff, 1977)",Pattyclaya arena,Pattyclaya,arena,,,"(Carlson & Hoff, 1977)",,,,,
dorisp10,Doris sp. 10,Doris sp. 10,Doris,sp. 10,,,,,,,,
chelsp5,Chelidonura sp. 5,Chelidonura sp. 5,Chelidonura,sp. 5,,,,,,,,
phylrudm,"Phyllidiella rudmani Brunckhorst, 1993",Phyllidiella rudmani,Phyllidiella,rudmani,,,"Brunckhorst, 1993",,,,,
ceramolo,"Ceratosoma moloch Rudman, 1988",Ceratosoma moloch,Ceratosoma,moloch,,,"Rudman, 1988",,,,,
elystuca,"Elysia tuca Marcus & Marcus, 1967",Elysia tuca,Elysia,tuca,,,"Marcus & Marcus, 1967",,,,,
placden3,Placida dendritica - Atlantic populations,Placida dendritica populations,Placida,dendritica,,populations,,,,,,
disclila,"Discodoris lilacina (Gould, 1852)",Discodoris lilacina,Discodoris,lilacina,,,"(Gould, 1852)",,,,,
runcadri,"Runcina adriatica Thompson, 1980",Runcina adriatica,Runcina,adriatica,,,"Thompson, 1980",,,,,
ataggibb,"Atagema gibba Pruvot-Fol, 1951",Atagema gibba,Atagema,gibba,,,"Pruvot-Fol, 1951",,,,,
tambabde,Tambja abdere  Farmer 1978,Tambja abdere,Tambja,abdere,,,Farmer 1978,,,,,
dondparg,"Dondice parguerensis  Brandon & Cutress, 1985",Dondice parguerensis,Dondice,parguerensis,,,"Brandon & Cutress, 1985",,,,,
chroburn,"Chromodoris burni Rudman, 1982",Chromodoris burni,Chromodoris,burni,,,"Rudman, 1982",,,,,
flabsp7,Flabellina sp. 7,Flabellina sp. 7,Flabellina,sp. 7,,,,,,,,
melibuce,"Melibe bucephala  Bergh, 1902",Melibe bucephala,Melibe,bucephala,,,"Bergh, 1902",,,,,
thurindo,"Thuridilla indopacifica Gosliner, 1995",Thuridilla indopacifica,Thuridilla,indopacifica,,,"Gosliner, 1995",,,,,
aplysiopsp1,Aplysiopsis sp. 1,Aplysiopsis sp. 1,Aplysiopsis,sp. 1,,,,,,,,
costocel,"Costasiella ocellifera (Simroth, 1895)",Costasiella ocellifera,Costasiella,ocellifera,,,"(Simroth, 1895)",,,,,
notocitr,"Notodoris citrina Bergh, 1875",Notodoris citrina,Notodoris,citrina,,,"Bergh, 1875",,,,,
favosp1,Favorinus sp. 1.,Favorinus sp. 1.,Favorinus,sp. 1.,,,,,,,,
aeoldrus,"Aeolidiella drusilla Bergh, 1900",Aeolidiella drusilla,Aeolidiella,drusilla,,,"Bergh, 1900",,,,,
bornangu,"Bornella anguilla Johnson, 1984",Bornella anguilla,Bornella,anguilla,,,"Johnson, 1984",,,,,
discstel,"Discodoris stellifera  (Vayssiere, 1904)",Discodoris stellifera,Discodoris,stellifera,,,"(Vayssiere, 1904)",,,,,
halgwill,"Halgerda willeyi Eliot, 1904",Halgerda willeyi,Halgerda,willeyi,,,"Eliot, 1904",,,,,
ceragrac,"Ceratosoma gracillimum Semper in Bergh, 1876",Ceratosoma gracillimum,Ceratosoma,gracillimum,,,"Semper in Bergh, 1876",,,,,
chelpall,"Chelidonura pallida Risbec, 1951.",Chelidonura pallida,Chelidonura,pallida,,,"Risbec, 1951.",,,,,
halgpunc,"Halgerda punctata Farran, 1905",Halgerda punctata,Halgerda,punctata,,,"Farran, 1905",,,,,
onchinco,"Onchidoris inconspicua (Alder & Hancock, 1851)",Onchidoris inconspicua,Onchidoris,inconspicua,,,"(Alder & Hancock, 1851)",,,,,
cuthpuel,"Cuthona puellula (Baba, 1955)",Cuthona puellula,Cuthona,puellula,,,"(Baba, 1955)",,,,,
hamieleg,"Haminoea elegans (Gray, 1825)",Haminoea elegans,Haminoea,elegans,,,"(Gray, 1825)",,,,,
eubrrubr,"Eubranchus  rubropunctatus  Edmunds, 1969",Eubranchus rubropunctatus,Eubranchus,rubropunctatus,,,"Edmunds, 1969",,,,,
trapsp12,Trapania sp. 12,Trapania sp. 12,Trapania,sp. 12,,,,,,,,
phylpoin,"Phyllodesmium poindimiei (Risbec, 1928)",Phyllodesmium poindimiei,Phyllodesmium,poindimiei,,,"(Risbec, 1928)",,,,,
bertagas,"Berthella agassizi (MacFarland, 1909)",Berthella agassizi,Berthella,agassizi,,,"(MacFarland, 1909)",,,,,
cratsp1,Cratena sp. 1,Cratena sp. 1,Cratena,sp. 1,,,,,,,,
aplydepi,"Aplysia depilans Gmelin, 1791",Aplysia depilans,Aplysia,depilans,,,"Gmelin, 1791",,,,,
limacapi,"Limapontia capitata (Muller, 1774)",Limapontia capitata,Limapontia,capitata,,,"(Muller, 1774)",,,,,
lomagene,"Lomanotus genei Verany, 1846",Lomanotus genei,Lomanotus,genei,,,"Verany, 1846",,,,,
melienge,"Melibe engeli Risbec, 1937",Melibe engeli,Melibe,engeli,,,"Risbec, 1937",,,,,
cuthsp7,Cuthona sp. 7,Cuthona sp. 7,Cuthona,sp. 7,,,,,,,,
phylalyt,"Phyllidia alyta Yonow, 1996",Phyllidia alyta,Phyllidia,alyta,,,"Yonow, 1996",,,,,
mexianto,"Mexichromis antonii (Bertsch, 1976)",Mexichromis antonii,Mexichromis,antonii,,,"(Bertsch, 1976)",,,,,
phylenge,"Phyllaplysia engeli Marcus, 1955",Phyllaplysia engeli,Phyllaplysia,engeli,,,"Marcus, 1955",,,,,
mexisp1,Mexichromis sp. 1.,Mexichromis sp. 1.,Mexichromis,sp. 1.,,,,,,,,
glosmisa,"Glossodoris misakinosibogae Baba, 1988",Glossodoris misakinosibogae,Glossodoris,misakinosibogae,,,"Baba, 1988",,,,,
tambsp9,Tambja sp. 9,Tambja sp. 9,Tambja,sp. 9,,,,,,,,
sohgpala,"Sohgenia palauensis Hamatani, 1991",Sohgenia palauensis,Sohgenia,palauensis,,,"Hamatani, 1991",,,,,
atyscyli,"Atys cylindrica (Helbling, 1779)",Atys cylindrica,Atys,cylindrica,,,"(Helbling, 1779)",,,,,
bergjapo,"Baeolidia japonica Baba, 1933",Baeolidia japonica,Baeolidia,japonica,,,"Baba, 1933",,,,,
cerbbern,"Cerberilla bernadettae Tardy, 1965",Cerberilla bernadettae,Cerberilla,bernadettae,,,"Tardy, 1965",,,,,
hypsghis,"Hypselodoris ghiselini Bertsch, 1978",Hypselodoris ghiselini,Hypselodoris,ghiselini,,,"Bertsch, 1978",,,,,
aplyfasc,"Aplysia fasciata Poiret, 1789",Aplysia fasciata,Aplysia,fasciata,,,"Poiret, 1789",,,,,
thurhoff,"Thuridilla hoffae Gosliner, 1995",Thuridilla hoffae,Thuridilla,hoffae,,,"Gosliner, 1995",,,,,
nembsp8,Nembrotha sp. 8.,Nembrotha sp. 8.,Nembrotha,sp. 8.,,,,,,,,
chrosp7,Chromodoris sp. 7.,Chromodoris sp. 7.,Chromodoris,sp. 7.,,,,,,,,
boninaka,"Bonisa nakaza Gosliner, 1981",Bonisa nakaza,Bonisa,nakaza,,,"Gosliner, 1981",,,,,
austorna,"Austraeolis ornata (Angas, 1864)",Austraeolis ornata,Austraeolis,ornata,,,"(Angas, 1864)",,,,,
risbghar,"Risbecia ghardaqana (Gohar & Aboul-Ela, 1957)",Risbecia ghardaqana,Risbecia,ghardaqana,,,"(Gohar & Aboul-Ela, 1957)",,,,,
siphsp3,Siphopteron sp. 3,Siphopteron sp. 3,Siphopteron,sp. 3,,,,,,,,
onchneap,"Onchidoris neapolitana (Delle Chiaje, 1841)",Onchidoris neapolitana,Onchidoris,neapolitana,,,"(Delle Chiaje, 1841)",,,,,
elyscffurv,Elysia cf. furvacauda,Elysia cf. furvacauda,Elysia,cf. furvacauda,,,,,,,,
diropell,"Dirona pellucida Volodchenko, 1941",Dirona pellucida,Dirona,pellucida,,,"Volodchenko, 1941",,,,,
plocmacup,"Plocamopherus maculapodium Valles & Gosliner, 2006",Plocamopherus maculapodium,Plocamopherus,maculapodium,,,"Valles & Gosliner, 2006",,,,,
anaspidea,Anaspidea,Anaspidea,Anaspidea,,,, ,,,,,
flabbrow,"Flabellina browni Picton, 1980",Flabellina browni,Flabellina,browni,,,"Picton, 1980",,,,,
hypskana,"Hypselodoris kaname Baba, 1994",Hypselodoris kaname,Hypselodoris,kaname,,,"Baba, 1994",,,,,
okenkend,"Okenia kendi  Gosliner, 2004",Okenia kendi,Okenia,kendi,,,"Gosliner, 2004",,,,,
gastsp2,Gastropteron sp. 2,Gastropteron sp. 2,Gastropteron,sp. 2,,,,,,,,
chrokuni,"Chromodoris kuniei Pruvot-Fol, 1930",Chromodoris kuniei,Chromodoris,kuniei,,,"Pruvot-Fol, 1930",,,,,
pattbryc,"Pattyclaya brycei Jensen & Wells, 1990",Pattyclaya brycei,Pattyclaya,brycei,,,"Jensen & Wells, 1990",,,,,
aegimali,"Aegires malinus Fahey and Gosliner, 2004",Aegires malinus,Aegires,malinus,,,"Fahey and Gosliner, 2004",,,,,
hypszebr,"Hypselodoris zebra (Heilprin, 1889)",Hypselodoris zebra,Hypselodoris,zebra,,,"(Heilprin, 1889)",,,,,
bosemime,"Bosellia mimetica Trinchese, 1890",Bosellia mimetica,Bosellia,mimetica,,,"Trinchese, 1890",,,,,
noumflavgp,Noumea flava Colour Group,Noumea flava Colour Group,Noumea,flava,,Colour Group,Colour Group,,,,,
loythom,"Loy thompsoni (Millen & Nybakken, 1991)",Loy thompsoni,Loy,thompsoni,,,"(Millen & Nybakken, 1991)",,,,,
colpthom,"Colpodaspis thompsoni Brown, 1979",Colpodaspis thompsoni,Colpodaspis,thompsoni,,,"Brown, 1979",,,,,
halgbata,"Halgerda batangas Carlson & Hoff, 2000",Halgerda batangas,Halgerda,batangas,,,"Carlson & Hoff, 2000",,,,,
spursp2,Spurilla sp. 2,Spurilla sp. 2,Spurilla,sp. 2,,,,,,,,
pleugarc,"Pleurobranchus garciagomezi Cervera, Cattaneo-Vietti & Edmunds, 1996",Pleurobranchus garciagomezi,Pleurobranchus,garciagomezi,,,"Cervera, Cattaneo-Vietti & Edmunds, 1996",,,,,
elysabei,"Elysia abei Baba, 1955",Elysia abei,Elysia,abei,,,"Baba, 1955",,,,,
noumlabo,"Noumea laboutei Rudman, 1986",Noumea laboutei,Noumea,laboutei,,,"Rudman, 1986",,,,,
cadltasm,"Cadlina tasmanica Rudman, 1990",Cadlina tasmanica,Cadlina,tasmanica,,,"Rudman, 1990",,,,,
limaclav,"Limacia clavigera (Muller, 1776)",Limacia clavigera,Limacia,clavigera,,,"(Muller, 1776)",,,,,
pupasulc,"Pupa sulcata (Gmelin, 1791)",Pupa sulcata,Pupa,sulcata,,,"(Gmelin, 1791)",,,,,
glossp2,Glossodoris sp. 2.,Glossodoris sp. 2.,Glossodoris,sp. 2.,,,,,,,,
okeneleg,"Okenia elegans (Leuckart, 1828)",Okenia elegans,Okenia,elegans,,,"(Leuckart, 1828)",,,,,
melipilo,"Melibe pilosa Pease, 1860",Melibe pilosa,Melibe,pilosa,,,"Pease, 1860",,,,,
melasp1,Melanochlamys sp. 1,Melanochlamys sp. 1,Melanochlamys,sp. 1,,,,,,,,
aglajidsp6,Aglajid sp. 6,Aglajid sp. 6,Aglajid,sp. 6,,,,,,,,
aglaorie,"Aglaja orientalis Baba, 1949",Aglaja orientalis,Aglaja,orientalis,,,"Baba, 1949",,,,,
phylsp1,"Phyllidia koehleri Perrone, 2000",Phyllidia koehleri,Phyllidia,koehleri,,,"Perrone, 2000",,,,,
aphesp4,Aphelodoris sp. 4,Aphelodoris sp. 4,Aphelodoris,sp. 4,,,,,,,,
melalorr,"Melanochlamys lorrainae (Rudman, 1968)",Melanochlamys lorrainae,Melanochlamys,lorrainae,,,"(Rudman, 1968)",,,,,
trapgodd,"Trapania goddardi Hermosillo & Valdes, 2004",Trapania goddardi,Trapania,goddardi,,,"Hermosillo & Valdes, 2004",,,,,
dendcaes,"Dendrodoris caesia (Bergh, 1907)",Dendrodoris caesia,Dendrodoris,caesia,,,"(Bergh, 1907)",,,,,
hypsgasc,"Hypselodoris gasconi Ortea in Ortea, Valdés & García-Gómez, 1996",Hypselodoris gasconi,Hypselodoris,gasconi,,,"Ortea in Ortea, Valdés &  García-Gómez 1996",,,,,
hypsruth,"Hypselodoris ruthae Marcus & Hughes, 1974",Hypselodoris ruthae,Hypselodoris,ruthae,,,"Marcus & Hughes, 1974",,,,,
chroheat,"Chromodoris heatherae Gosliner, 1994",Chromodoris heatherae,Chromodoris,heatherae,,,"Gosliner, 1994",,,,,
philtepi,"Philine tepikia Rudman, 1970",Philine tepikia,Philine,tepikia,,,"Rudman, 1970",,,,,
philprui,"Philine pruinosa (Clark, 1827)",Philine pruinosa,Philine,pruinosa,,,"(Clark, 1827)",,,,,
acocfiji,"Acochlidium fijiiensis Haynes & Kenchington, 1991",Acochlidium fijiiensis,Acochlidium,fijiiensis,,,"Haynes & Kenchington, 1991",,,,,
hydaampl,"Hydatina amplustre  (Linnaeus, 1758)",Hydatina amplustre,Hydatina,amplustre,,,"(Linnaeus, 1758)",,,,,
thecsp4,Thecacera,Thecacera,Thecacera,,,, ,,,,,
trapaure,"Trapania aureopunctata Rudman, 1987",Trapania aureopunctata,Trapania,aureopunctata,,,"Rudman, 1987",,,,,
lobisouv,"Lobiger souverbii Fischer, 1856",Lobiger souverbii,Lobiger,souverbii,,,"Fischer, 1856",,,,,
thurcoer,"Thuridilla coerulea (Kelaart, 1858)",Thuridilla coerulea,Thuridilla,coerulea,,,"(Kelaart, 1858)",,,,,
glosstel,"Glossodoris stellatus Rudman, 1986",Glossodoris stellatus,Glossodoris,stellatus,,,"Rudman, 1986",,,,,
aphegiga,"Aphelodoris gigas Wilson, 2003",Aphelodoris gigas,Aphelodoris,gigas,,,"Wilson, 2003",,,,,
hypsbert,"Hypselodoris bertschi Gosliner & Johnson, 1999",Hypselodoris bertschi,Hypselodoris,bertschi,,,"Gosliner & Johnson, 1999",,,,,
aplyparv,"Aplysia parvula Guilding in Morch, 1863.",Aplysia parvula,Aplysia,parvula,,,"Guilding in Morch, 1863.",,,,,
cratcape,"Cratena capensis Barnard, 1927",Cratena capensis,Cratena,capensis,,,"Barnard, 1927",,,,,
armiabbo,"Armina abbotti Thompson, Cattaneo & Wong (1990)",Armina abbotti,Armina,abbotti,,,"Thompson, Cattaneo & Wong (1990)",,,,,
elystimi,"Elysia timida  (Risso, 1818)",Elysia timida,Elysia,timida,,,"(Risso, 1818)",,,,,
stilakke,"Stiliger akkeshiensis  Baba, 1935",Stiliger akkeshiensis,Stiliger,akkeshiensis,,,"Baba, 1935",,,,,
cerbalbo,"Cerberilla albopunctata Baba, 1976",Cerberilla albopunctata,Cerberilla,albopunctata,,,"Baba, 1976",,,,,
chroalbop,"Chromodoris albopunctata (Garrett, 1879)",Chromodoris albopunctata,Chromodoris,albopunctata,,,"(Garrett, 1879)",,,,,
sclesp2,Sclerodoris sp. 2,Sclerodoris sp. 2,Sclerodoris,sp. 2,,,,,,,,
noumcfrome,Noumea cf. romeri,Noumea cf. romeri,Noumea,cf. romeri,,,,,,,,
lilocurt,"Liloa curta  (A. Adams, 1850)",Liloa curta,Liloa,curta,,,"(A. Adams, 1850)",,,,,
ercosp2,Ercolania sp. 2,Ercolania sp. 2,Ercolania,sp. 2,,,,,,,,
bornherm,"Bornella hermanni Angas, 1864",Bornella hermanni,Bornella,hermanni,,,"Angas, 1864",,,,,
dorigran,"Doriopsis granulosa  Pease, 1860",Doriopsis granulosa,Doriopsis,granulosa,,,"Pease, 1860",,,,,
phidsemi,"Phidiana semidecora (Pease, 1860)",Phidiana semidecora,Phidiana,semidecora,,,"(Pease, 1860)",,,,,
marisp4,Marionia sp. 4,Marionia sp. 4,Marionia,sp. 4,,,,,,,,
dotocolu,"Doto columbiana  ODonoghue, 1921",Doto columbiana,Doto,columbiana,,,"ODonoghue, 1921",,,,,
hermvanc,"Hermaea vancouverensis ODonoghue, 1924",Hermaea vancouverensis,Hermaea,vancouverensis,,,"ODonoghue, 1924",,,,,
cuthflav,"Cuthona flavovulta (MacFarland, 1966)",Cuthona flavovulta,Cuthona,flavovulta,,,"(MacFarland, 1966)",,,,,
chroobso,"Chromodoris obsoleta (Rüppell & Leuckart, 1830 or 31)",Chromodoris obsoleta,Chromodoris,obsoleta,,,"(Rüppell & Leuckart, 1830 or 31)",,,,,
tambelio,"Tambja eliora (Marcus & Marcus, 1967)",Tambja eliora,Tambja,eliora,,,"(Marcus & Marcus, 1967)",,,,,
thorflor,"Thorunna florens (Baba, 1949)",Thorunna florens,Thorunna,florens,,,"(Baba, 1949)",,,,,
aldisp5,Aldisa sp. 5,Aldisa sp. 5,Aldisa,sp. 5,,,,,,,,
chroaliu,"Chromodoris alius Rudman, 1987",Chromodoris alius,Chromodoris,alius,,,"Rudman, 1987",,,,,
pectauro,"Pectenodoris aurora Johnson & Gosliner, 1998",Pectenodoris aurora,Pectenodoris,aurora,,,"Johnson & Gosliner, 1998",,,,,
crataffi,"Cratena affinis (Baba, 1949)",Cratena affinis,Cratena,affinis,,,"(Baba, 1949)",,,,,
bertcari,"Berthelinia caribbea Edmunds, 1963",Berthelinia caribbea,Berthelinia,caribbea,,,"Edmunds, 1963",,,,,
rostaure,"Rostanga aureamala Garovoy, Valdés & Gosliner, 2001",Rostanga aureamala,Rostanga,aureamala,,,"Garovoy, Valdés & Gosliner, 2001",,,,,
janoigni,"Janolus ignis Miller & Willan, 1986",Janolus ignis,Janolus,ignis,,,"Miller & Willan, 1986",,,,,
costsp4,Costasiella sp. 4,Costasiella sp. 4,Costasiella,sp. 4,,,,,,,,
tritfest,"Tritonia festiva (Stearns, 1873)",Tritonia festiva,Tritonia,festiva,,,"(Stearns, 1873)",,,,,
trappall,"Trapania pallida Kress, 1968",Trapania pallida,Trapania,pallida,,,"Kress, 1968",,,,,
gloscfpall,Glossodoris cf. pallida,Glossodoris cf. pallida,Glossodoris,cf. pallida,,,,,,,,
flabline,"Flabellina lineata (Loven, 1846)",Flabellina lineata,Flabellina,lineata,,,"(Loven, 1846)",,,,,
robotigr,"Roboastra tigris Farmer, 1978",Roboastra tigris,Roboastra,tigris,,,"Farmer, 1978",,,,,
haminoid2,haminoeid - genus unknown 2.,haminoeid,haminoeid,,,,,,,,,
elyssubo,"Elysia subornata Verrill, 1901",Elysia subornata,Elysia,subornata,,,"Verrill, 1901",,,,,
oxynkabi,"Oxynoe kabirensis Hamatani, 1980",Oxynoe kabirensis,Oxynoe,kabirensis,,,"Hamatani, 1980",,,,,
trapsp7,Trapania sp. 7,Trapania sp. 7,Trapania,sp. 7,,,,,,,,
okenpurpurat,"Okenia purpurata Rudman, 2004",Okenia purpurata,Okenia,purpurata,,,"Rudman, 2004",,,,,
ploctile,"Plocamopherus tilesii Bergh, 1877",Plocamopherus tilesii,Plocamopherus,tilesii,,,"Bergh, 1877",,,,,
phidlasc,"Phidiana lascrucensis Bertsch & Ferreira, 1974",Phidiana lascrucensis,Phidiana,lascrucensis,,,"Bertsch & Ferreira, 1974",,,,,
